miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT732502,mmu-miR-27a-3p,Mus musculus,Lrpprc,72416,Mus musculus,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25519956
MIRT732503,mmu-miR-27a-3p,Mus musculus,Smad3,17127,Mus musculus,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25519956
MIRT732504,mmu-miR-127-3p,Mus musculus,Bcl6,12053,Mus musculus,Western blot//Luciferase reporter assay//ChIP-seq//Immunoblot,Functional MTI,25520401
MIRT732509,mmu-miR-199b-3p,Mus musculus,Jag1,16449,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot//,Functional MTI,25535084
MIRT732511,mmu-miR-451a,Mus musculus,Ankrd46,68839,Mus musculus,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25542822
MIRT732522,mmu-miR-687,Mus musculus,Pten,19211,Mus musculus,Luciferase reporter assay,Functional MTI,25587068
MIRT732539,mmu-miR-31-5p,Mus musculus,Tgfb2,21808,Mus musculus,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,25639665
MIRT732540,mmu-miR-150-5p,Mus musculus,Srf,20807,Mus musculus,qRT-PCR//Western blot,Functional MTI,25639779
MIRT732562,mmu-miR-330-5p,Mus musculus,PDIA3,2923,Mus musculus,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,26402295
MIRT732563,mmu-miR-26a-5p,Mus musculus,Ripk2,192656,Mus musculus,Immunoblot//Luciferase reporter assay//qRT-PCR,Functional MTI,26391398
MIRT732564,mmu-miR-143-3p,Mus musculus,Map3k7,26409,Mus musculus,Immunoblot//Luciferase reporter assay//qRT-PCR,Functional MTI,26391398
MIRT732568,mmu-miR-195a-5p,Mus musculus,Zfp423,94187,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25903991
MIRT732571,mmu-miR-21a-5p,Mus musculus,Map2k3,26397,Mus musculus,Luciferase reporter assay,Functional MTI,26996129
MIRT732601,mmu-miR-23a-3p,Mus musculus,TNFAIP3,7128,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25832477
MIRT732611,mmu-miR-214-3p,Mus musculus,Dio3,107585,Mus musculus,Luciferase reporter assay,Functional MTI,27014189
MIRT732614,mmu-miR-20a-5p,Mus musculus,Trp63,22061,Mus musculus,Luciferase reporter assay,Functional MTI,27019188
MIRT732623,mmu-miR-200a-3p,Mus musculus,Sirt1,93759,Mus musculus,qRT-PCR//Western blot,Functional MTI,25966629
MIRT732632,mmu-miR-149-5p,Mus musculus,PRDM16,63976,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27240637
MIRT732635,mmu-miR-21a-5p,Mus musculus,Sod2,20656,Mus musculus,ChIP-seq//qRT-PCR//Western blot,Functional MTI,26222667
MIRT732654,mmu-miR-195a-5p,Mus musculus,Mmp2,17390,Mus musculus,Luciferase reporter assay,Functional MTI,26989874
MIRT732664,mmu-miR-154-5p,Mus musculus,Wnt11,22411,Mus musculus,Microarray//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25959411
MIRT732674,mmu-miR-146a-5p,Mus musculus,TRAF6,7189,Mus musculus,qRT-PCR//Western blot,Functional MTI,27025258
MIRT732680,mmu-miR-21a-5p,Mus musculus,SORBS2,8470,Mus musculus,Western blot,Functional MTI,27033308
MIRT732685,mmu-miR-210-3p,Mus musculus,Ndrg1,17988,Mus musculus,Luciferase reporter assay//qRT-PCR,Functional MTI,26206559
MIRT732686,mmu-miR-210-3p,Mus musculus,Arg1,11846,Mus musculus,Luciferase reporter assay//qRT-PCR,Functional MTI,26206559
MIRT732690,mmu-miR-125b-1-3p,Mus musculus,Esr1,13982,Mus musculus,ChIP-seq//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,26272872
MIRT732703,mmu-miR-26a-5p,Mus musculus,Wnt5a,22418,Mus musculus,Luciferase reporter assay,Functional MTI,27040676
MIRT732708,mmu-miR-146a-5p,Mus musculus,Hes1,15205,Mus musculus,qRT-PCR//Western blot,Functional MTI,26800097
MIRT732709,mmu-miR-146a-5p,Mus musculus,Pparg,19016,Mus musculus,qRT-PCR//Western blot,Functional MTI,26800097
MIRT732711,mmu-miR-219a-5p,Mus musculus,Wee1,22390,Mus musculus,Flow//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27253431
MIRT732720,mmu-miR-186-5p,Mus musculus,Cxcl13,55985,Mus musculus,ELISA//Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR,Functional MTI,26752644
MIRT732729,mmu-miR-140-5p,Mus musculus,Tgfbr1,21812,Mus musculus,Luciferase reporter assay//Western blot,Functional MTI,26657345
MIRT732730,mmu-miR-140-5p,Mus musculus,Wnt11,22411,Mus musculus,Luciferase reporter assay//Western blot,Functional MTI,26657345
MIRT732731,mmu-miR-140-5p,Mus musculus,Ostm1,14628,Mus musculus,Luciferase reporter assay//Western blot,Functional MTI,26657345
MIRT732748,mmu-miR-200c-3p,Mus musculus,VIM,7431,Mus musculus,qRT-PCR//Western blot,Functional MTI,26581634
MIRT732752,mmu-miR-291b-3p,Mus musculus,Rela,19697,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28054586
MIRT732757,mmu-miR-30e-5p,Mus musculus,DLL4,54567,Mus musculus,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26786283
MIRT732761,mmu-miR-9-5p,Mus musculus,ERG,2078,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26174629
MIRT732769,mmu-miR-200b-3p,Mus musculus,App,11820,Mus musculus,ELISA//Immunohistochemistry//qRT-PCR//Western blot,Functional MTI,26345540
MIRT732770,mmu-miR-106a-5p,Mus musculus,App,11820,Mus musculus,ELISA//Immunohistochemistry//qRT-PCR//Western blot,Functional MTI,26345540
MIRT732772,mmu-miR-9-5p,Mus musculus,Foxo3,56484,Mus musculus,Immunoblot//Immunohistochemistry//Immunoprecipitaion//In situ hybridization//Luciferase reporter assay//qRT-PCR,Functional MTI,26470727
MIRT732786,mmu-miR-126a-3p,Mus musculus,Adam9,11502,Mus musculus,Immunohistochemistry//Western blot,Functional MTI,27618097
MIRT732793,mmu-miR-126a-3p,Mus musculus,Itga11,319480,Mus musculus,In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26194885
MIRT732794,mmu-miR-29a-5p,Mus musculus,Mcl1,17210,Mus musculus,qRT-PCR//Western blot//YFP fluorescent-labelled reporter assay,Functional MTI,26750440
MIRT732807,mmu-miR-182-5p,Mus musculus,Akt1,11651,Mus musculus,Luciferase reporter assay,Functional MTI,27527066
MIRT732808,mmu-miR-182-5p,Mus musculus,Ctbp2,13017,Mus musculus,Luciferase reporter assay,Functional MTI,27527066
MIRT732810,mmu-miR-92a-2-5p,Mus musculus,Tnfrsf1a,21937,Mus musculus,qRT-PCR//Western blot,Functional MTI,27523918
MIRT732838,mmu-miR-451a,Mus musculus,Irf8,15900,Mus musculus,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28120198
MIRT732840,mmu-miR-467g,Mus musculus,Runx2,12393,Mus musculus,Luciferase reporter assay//qRT-PCR,Functional MTI,28163186
MIRT732850,mmu-miR-155-3p,Mus musculus,Socs1,12703,Mus musculus,qRT-PCR//Western blot,Functional MTI,28359146
MIRT732850,mmu-miR-155-3p,Mus musculus,Socs1,12703,Mus musculus,qRT-PCR//Western blot,Functional MTI,25721573
MIRT732851,mmu-miR-155-3p,Mus musculus,Mitf,17342,Mus musculus,qRT-PCR//Western blot,Functional MTI,28359146
MIRT732860,mmu-miR-20a-5p,Mus musculus,TGFBR2,7048,Mus musculus,Luciferase reporter assay,Functional MTI,27080303
MIRT732864,mmu-miR-24-2-5p,Mus musculus,Trib3,228775,Mus musculus,Western blot,Functional MTI,27084569
MIRT732874,mmu-miR-181c-5p,Mus musculus,DPYSL2,1808,Mus musculus,Luciferase reporter assay//Western blot,Functional MTI,27423553
MIRT732891,mmu-miR-141-3p,Mus musculus,Igf2,16002,Mus musculus,Luciferase reporter assay//Western blot,Functional MTI,26247408
MIRT732892,mmu-miR-200a-3p,Mus musculus,Igf2,16002,Mus musculus,Luciferase reporter assay//Western blot,Functional MTI,26247408
MIRT732893,mmu-let-7e-5p,Mus musculus,Col1a1,12842,Mus musculus,qRT-PCR//Western blot,Functional MTI,26272747
MIRT732894,mmu-let-7e-5p,Mus musculus,Col1a2,12843,Mus musculus,qRT-PCR//Western blot,Functional MTI,26272747
MIRT732895,mmu-let-7e-5p,Mus musculus,Col3a1,12825,Mus musculus,qRT-PCR//Western blot,Functional MTI,26272747
MIRT732896,mmu-let-7e-5p,Mus musculus,Col24a1,71355,Mus musculus,qRT-PCR//Western blot,Functional MTI,26272747
MIRT732897,mmu-let-7e-5p,Mus musculus,Itga1,109700,Mus musculus,qRT-PCR//Western blot,Functional MTI,26272747
MIRT732898,mmu-let-7e-5p,Mus musculus,Itga4,16401,Mus musculus,qRT-PCR//Western blot,Functional MTI,26272747
MIRT732899,mmu-let-7e-5p,Mus musculus,Scd1,20249,Mus musculus,qRT-PCR//Western blot,Functional MTI,26272747
MIRT732900,mmu-let-7e-5p,Mus musculus,Thbs1,21825,Mus musculus,qRT-PCR//Western blot,Functional MTI,26272747
MIRT732917,mmu-miR-33-3p,Mus musculus,Arg1,11846,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26517695
MIRT732918,mmu-miR-10a-3p,Mus musculus,Creb1,12912,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27292126
MIRT732920,mmu-miR-34b-3p,Mus musculus,Ldha,16828,Mus musculus,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27458165
MIRT732921,mmu-miR-449a-3p,Mus musculus,Ldha,16828,Mus musculus,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27458165
MIRT732922,mmu-miR-29b-1-5p,Mus musculus,Pdgfrb,18596,Mus musculus,Immunohistochemistry//qRT-PCR//Western blot,Functional MTI,26524535
MIRT732923,mmu-miR-29b-1-5p,Mus musculus,Akt1,11651,Mus musculus,Immunohistochemistry//qRT-PCR//Western blot,Functional MTI,26524535
MIRT732924,mmu-miR-29b-1-5p,Mus musculus,Fn1,14268,Mus musculus,Immunohistochemistry//qRT-PCR//Western blot,Functional MTI,26524535
MIRT732925,mmu-miR-29b-1-5p,Mus musculus,Gli1,14632,Mus musculus,Immunohistochemistry//qRT-PCR//Western blot,Functional MTI,26524535
MIRT732926,mmu-miR-29b-1-5p,Mus musculus,Acta2,11475,Mus musculus,Immunohistochemistry//qRT-PCR//Western blot,Functional MTI,26524535
MIRT732927,mmu-miR-29b-1-5p,Mus musculus,Col1a2,12843,Mus musculus,Immunohistochemistry//qRT-PCR//Western blot,Functional MTI,26524535
MIRT732950,mmu-miR-146a-3p,Mus musculus,Notch1,18128,Mus musculus,Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27913625
MIRT732951,mmu-miR-146a-3p,Mus musculus,Erbb4,13869,Mus musculus,Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27913625
MIRT732959,mmu-miR-181c-3p,Mus musculus,Foxo1,56458,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28223216
MIRT732961,mmu-miR-17-5p,Mus musculus,Tcf7l2,21416,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28102847
MIRT732970,mmu-miR-365-3p,Mus musculus,Kcnh2,16511,Mus musculus,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26937014
MIRT732975,mmu-miR-196a-5p,Mus musculus,Tgfbr2,21813,Mus musculus,Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26940097
MIRT732976,mmu-miR-196b-5p,Mus musculus,Tgfbr2,21813,Mus musculus,Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26940097
MIRT732977,mmu-miR-504-5p,Mus musculus,Grb10,14783,Mus musculus,Immunoblot//Luciferase reporter assay//qRT-PCR,Functional MTI,26941017
MIRT732978,mmu-miR-504-5p,Mus musculus,Egr2,13654,Mus musculus,Immunoblot//Luciferase reporter assay//qRT-PCR,Functional MTI,26941017
MIRT732982,mmu-miR-24-3p,Mus musculus,MAPK7,5598,Mus musculus,Luciferase reporter assay,Functional MTI,27103442
MIRT733009,mmu-miR-21a-5p,Mus musculus,Sox5,20678,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27347933
MIRT733013,mmu-miR-99b-5p,Mus musculus,Mfge8,17304,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27538453
MIRT733028,mmu-miR-214-3p,Mus musculus,Atg12,67526,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27397902
MIRT733045,mmu-miR-33-3p,Mus musculus,Abca1,11303,Mus musculus,qRT-PCR//Western blot,Functional MTI,26427794
MIRT733045,mmu-miR-33-3p,Mus musculus,Abca1,11303,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27139226
MIRT733053,mmu-miR-26a-5p,Mus musculus,Tug1,544752,Mus musculus,Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27508018
MIRT733067,mmu-miR-133a-5p,Mus musculus,Rbpj,19664,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27794430
MIRT733077,mmu-miR-181a-5p,Mus musculus,Idh1,15926,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25739786
MIRT733078,mmu-miR-155-3p,Mus musculus,Ces3a,382053,Mus musculus,Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,25799309
MIRT733113,mmu-miR-19a-3p,Mus musculus,Fzd4,14366,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26417068
MIRT733114,mmu-miR-19a-3p,Mus musculus,Lrp6,16974,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26417068
MIRT733177,mmu-miR-423-3p,Mus musculus,Cox6a2,12862,Mus musculus,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,26010876
MIRT733178,mmu-miR-423-3p,Mus musculus,Ndufb7,66916,Mus musculus,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Non-Functional MTI,26010876
MIRT733179,mmu-miR-423-3p,Mus musculus,Ndufs5,595136,Mus musculus,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Non-Functional MTI,26010876
MIRT733195,mmu-miR-146b-5p,Mus musculus,Notch1,18128,Mus musculus,Luciferase reporter assay,Functional MTI,26199426
MIRT733198,mmu-miR-29a-3p,Mus musculus,Tet1,52463,Mus musculus,Luciferase reporter assay,Functional MTI,27449105
MIRT733199,mmu-miR-188-3p,Mus musculus,ATG7,10533,Mus musculus,Luciferase reporter assay,Functional MTI,25858075
MIRT733203,mmu-miR-30b-3p,Mus musculus,Ppif,105675,Mus musculus,Chromatin immunoprecipitation//Immunoblot//Immunocytochemistry//Luciferase reporter assay//Northern blot//qRT-PCR,Functional MTI,25301066
MIRT733207,mmu-miR-139-5p,Mus musculus,Notch1,18128,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25536154
MIRT733208,mmu-miR-139-5p,Mus musculus,Irs1,16367,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25536154
MIRT733234,mmu-miR-3090-5p,Mus musculus,Igf1,16000,Mus musculus,Microarray//qRT-PCR//Western blot,Functional MTI,26158199
MIRT733235,mmu-miR-346-3p,Mus musculus,Igf1,16000,Mus musculus,Microarray//qRT-PCR//Western blot,Functional MTI,26158199
MIRT733236,mmu-miR-494-3p,Mus musculus,Igf1,16000,Mus musculus,Microarray//qRT-PCR//Western blot,Functional MTI,26158199
MIRT733270,mmu-miR-200b-3p,Mus musculus,Cited2,17684,Mus musculus,Luciferase reporter assay//qRT-PCR,Functional MTI,26450995
MIRT733273,mmu-miR-132-3p,Mus musculus,Mapt,17762,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26362250
MIRT733274,mmu-miR-499-5p,Mus musculus,Pten,19211,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26279439
MIRT733294,mmu-miR-223-3p,Mus musculus,KRT3,3850,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,25944670
MIRT733297,mmu-miR-7a-5p,Mus musculus,Myrip,245049,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26211738
MIRT733298,mmu-miR-7a-5p,Mus musculus,Pax6,18508,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26211738
MIRT733306,mmu-miR-153-3p,Mus musculus,Cltc,67300,Mus musculus,Luciferase reporter assay,Functional MTI,28287144
MIRT733307,mmu-miR-153-3p,Mus musculus,Clcn4,12727,Mus musculus,Luciferase reporter assay,Functional MTI,28287144
MIRT733308,mmu-miR-153-3p,Mus musculus,Slc4a4,54403,Mus musculus,Luciferase reporter assay,Functional MTI,28287144
MIRT733317,mmu-miR-467a-5p,Mus musculus,Bax,12028,Mus musculus,FACS//Luciferase reporter assay//Western blot,Functional MTI,25552935
MIRT733329,mmu-miR-376b-3p,Mus musculus,Nfkbiz,80859,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26302774
MIRT733330,mmu-miR-376b-3p,Mus musculus,Stat3,20848,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26302774
MIRT733346,mmu-miR-148a-3p,Mus musculus,Wnt1,22408,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26001136
MIRT733348,mmu-miR-155-5p,Mus musculus,Arntl,11865,Mus musculus,qRT-PCR//Western blot,Functional MTI,25995365
MIRT733352,mmu-miR-1a-3p,Mus musculus,Bdnf,12064,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25943483
MIRT733364,mmu-miR-144-3p,Mus musculus,Traf6,22034,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28380049
MIRT733370,mmu-miR-29a-3p,Mus musculus,Cd36,12491,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26487756
MIRT733371,mmu-miR-29a-3p,Mus musculus,Slc2a4,20528,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26487756
MIRT733380,mmu-miR-214-3p,Mus musculus,Pten,19211,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25826666
MIRT733385,mmu-miR-17-3p,Mus musculus,Txnip,56338,Mus musculus,Immunoblot//Immunoprecipitaion//Luciferase reporter assay//qRT-PCR,Functional MTI,26660634
MIRT733408,mmu-miR-497a-5p,Mus musculus,Reck,53614,Mus musculus,qRT-PCR//Western blot,Functional MTI,28098218
MIRT733444,mmu-miR-125b-5p,Mus musculus,RYBP,23429,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28111200
MIRT733445,mmu-miR-96-3p,Mus musculus,Insr,16337,Mus musculus,Immunoblot//Luciferase reporter assay//qRT-PCR,Functional MTI,28036389
MIRT733446,mmu-miR-96-3p,Mus musculus,Ins1,16333,Mus musculus,Immunoblot//Luciferase reporter assay//qRT-PCR,Functional MTI,28036389
MIRT733448,mmu-miR-92a-3p,Mus musculus,Ezh2,14056,Mus musculus,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27936205
MIRT733470,mmu-miR-132-3p,Mus musculus,Sox4,20677,Mus musculus,Immunoblot//Luciferase reporter assay//Next Generation Sequencing (NGS)//qRT-PCR,Functional MTI,26371188
MIRT733477,mmu-miR-31-5p,Mus musculus,Vav3,57257,Mus musculus,3RACE//Immunohistochemistry//Luciferase reporter assay//Microarray//Next Generation Sequencing (NGS)//qRT-PCR,Functional MTI,26663584
MIRT733478,mmu-miR-31-5p,Mus musculus,Stk40,74178,Mus musculus,3RACE//Immunohistochemistry//Luciferase reporter assay//Microarray//Next Generation Sequencing (NGS)//qRT-PCR,Functional MTI,26663584
MIRT733484,mmu-miR-410-5p,Mus musculus,Il6,16193,Mus musculus,ELISA//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27028192
MIRT733505,mmu-miR-181b-1-3p,Mus musculus,Alox15,11687,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27642276
MIRT733588,mmu-miR-877-3p,Mus musculus,Smad7,17131,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27444321
MIRT733600,mmu-miR-9-3p,Mus musculus,Scn2b,72821,Mus musculus,Luciferase reporter assay,Functional MTI,26259688
MIRT733626,mmu-miR-27a-5p,Mus musculus,Zc3h12a,230738,Mus musculus,Luciferase reporter assay,Functional MTI,26295043
MIRT733652,mmu-miR-26a-1-3p,Mus musculus,Ctgf,14219,Mus musculus,Western blot,Functional MTI,25518928
MIRT733653,mmu-miR-378a-3p,Mus musculus,Mapk1,26413,Mus musculus,Luciferase reporter assay,Functional MTI,25529446
MIRT733666,mmu-miR-128-3p,Mus musculus,Dcx,13193,Mus musculus,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27222923
MIRT733667,mmu-miR-193b-3p,Mus musculus,RAD51,5888,Mus musculus,qRT-PCR//Western blot,Functional MTI,27225532
MIRT733678,mmu-miR-23a-3p,Mus musculus,Tnfaip3,21929,Mus musculus,Western blot//Luciferase reporter assay,Functional MTI,26540574
MIRT733682,mmu-miR-23a-3p,Mus musculus,Jak1,16451,Mus musculus,Western blot,Functional MTI,26540574
MIRT733683,mmu-miR-23a-3p,Mus musculus,Stat6,20852,Mus musculus,Western blot,Functional MTI,26540574
MIRT733687,mmu-miR-27a-3p,Mus musculus,Irf4,16364,Mus musculus,Western blot,Functional MTI,26540574
MIRT733802,mmu-miR-19b-3p,Mus musculus,Gja1,14609,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,27213338
MIRT733815,mmu-miR-615-5p,Mus musculus,Msx2,17702,Mus musculus,Immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,27106801
